DOC. CONTABLE;COD. CLIENTE;DIVISIÓN;CLASE DOC;Referencia;Asignación;FECHA DOC;Fecha_Vencimiento;CONDICIÓN SAP;TOTAL CARTERA;TEXTO;DÍAS VENCIMIENTO;NIT;RAZÓN SOCIAL;MULTICÓDIGO;CONDICIÓN PAGO;SEGMENTO;CIUDAD;ANALISTA A CARGO;TEL1;TEL2;TEL3;TEL4;CORREO;JEFATURA;ADMINISTRADO POR;NOTIFICADO CARTA;ID SUSCEPTIBLE CASTIGO;SUSCEPTIBLE DE CASTIGO;FECHA DOC ARREGLADA;FECHA VTO ARREGLADA;RUTA;FRANJA ACTUAL;FRANJA TOP;CONTAR ÚNICO;00- Corriente;01- Vence -2 Días;02- Vence mañana;03- Vence hoy;04- Venció Ayer;05- 1 a 4;06- 5 a 14;07- 15 a 21;08- 22 a 30;09- Mayor a 30;CARTERA VENCIDA;Teléfono adicional 1;Teléfono adicional 2;Teléfono adicional 3;Teléfonos Validados;Correos Vallidados
1241995701;1224211845;CFAP;RH;FECN1260922;3501870774;21.12.2024;29.12.2024;OI08;608000;Factura cancelada al aliado;369;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;21/12/2024;29/12/2024;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;608000;608000;3186955072;3186955072;6798680;3186955072;
1240322509;1224211845;CFAP;RH;FVCN945206;3578420995;31.12.2025;08.01.2026;OI08;305000;;-6;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;31/12/2025;08/01/2026;CJ1660;00- Corriente;05- Mayor a 30;1;305000;0;0;0;0;0;0;0;0;0;0;3186955072;3186955072;6798680;3186955072;
1224951386;1224211845;CFAP;RH;FVCN365853;3549979915;13.08.2025;21.08.2025;OI08;258900;;134;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;13/08/2025;21/08/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;258900;258900;3186955072;3186955072;6798680;3186955072;
1229745493;1224211845;CFAP;RH;FVCN552317;3558803691;25.09.2025;03.10.2025;OI08;327400;;91;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;25/09/2025;03/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;327400;327400;3186955072;3186955072;6798680;3186955072;
1232623479;1224211845;CFAP;RH;FVCN657921;3564030445;22.10.2025;30.10.2025;OI08;635200;;64;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;22/10/2025;30/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;635200;635200;3186955072;3186955072;6798680;3186955072;
1232588898;1224211845;CFAP;RH;FVCN657922;3564030447;22.10.2025;30.10.2025;OI08;151500;;64;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;22/10/2025;30/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;151500;151500;3186955072;3186955072;6798680;3186955072;
1234133822;1224211845;CFAP;RH;FVCN711960;3566760129;05.11.2025;13.11.2025;OI08;109200;;50;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;05/11/2025;13/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;109200;109200;3186955072;3186955072;6798680;3186955072;
1234019661;1224211845;CFAP;RH;FVCN711959;3566758664;05.11.2025;13.11.2025;OI08;452800;;50;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;05/11/2025;13/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;452800;452800;3186955072;3186955072;6798680;3186955072;
1234467129;1224211845;CFAP;RH;FVCN736422;3567920036;11.11.2025;19.11.2025;OI08;374100;;44;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;11/11/2025;19/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;374100;374100;3186955072;3186955072;6798680;3186955072;
1235729657;1224211845;CFAP;RH;FVCN770407;3569693878;19.11.2025;27.11.2025;OI08;534800;;36;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;19/11/2025;27/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;534800;534800;3186955072;3186955072;6798680;3186955072;
