DOC. CONTABLE;COD. CLIENTE;DIVISIÓN;CLASE DOC;Referencia;Asignación;FECHA DOC;Fecha_Vencimiento;CONDICIÓN SAP;TOTAL CARTERA;TEXTO;DÍAS VENCIMIENTO;NIT;RAZÓN SOCIAL;MULTICÓDIGO;CONDICIÓN PAGO;SEGMENTO;CIUDAD;ANALISTA A CARGO;TEL1;TEL2;TEL3;TEL4;CORREO;JEFATURA;ADMINISTRADO POR;NOTIFICADO CARTA;ID SUSCEPTIBLE CASTIGO;SUSCEPTIBLE DE CASTIGO;FECHA DOC ARREGLADA;FECHA VTO ARREGLADA;RUTA;FRANJA ACTUAL;FRANJA TOP;CONTAR ÚNICO;00- Corriente;01- Vence -2 Días;02- Vence mañana;03- Vence hoy;04- Venció Ayer;05- 1 a 4;06- 5 a 14;07- 15 a 21;08- 22 a 30;09- Mayor a 30;CARTERA VENCIDA;Teléfono adicional 1;Teléfono adicional 2;Teléfono adicional 3;Teléfonos Validados;Correos Vallidados
1241995701;1224211845;CFAP;RH;FECN1260922;3501870774;21.12.2024;29.12.2024;OI08;608000;Factura cancelada al aliado;370;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;21/12/2024;29/12/2024;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;608000;608000;3186955072;3186955072;6798680;3186955072;
1224951386;1224211845;CFAP;RH;FVCN365853;3549979915;13.08.2025;21.08.2025;OI08;258900;;135;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;13/08/2025;21/08/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;258900;258900;3186955072;3186955072;6798680;3186955072;
1229745493;1224211845;CFAP;RH;FVCN552317;3558803691;25.09.2025;03.10.2025;OI08;327400;;92;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;25/09/2025;03/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;327400;327400;3186955072;3186955072;6798680;3186955072;
1232623479;1224211845;CFAP;RH;FVCN657921;3564030445;22.10.2025;30.10.2025;OI08;635200;;65;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;22/10/2025;30/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;635200;635200;3186955072;3186955072;6798680;3186955072;
1232588898;1224211845;CFAP;RH;FVCN657922;3564030447;22.10.2025;30.10.2025;OI08;151500;;65;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;22/10/2025;30/10/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;151500;151500;3186955072;3186955072;6798680;3186955072;
1234133822;1224211845;CFAP;RH;FVCN711960;3566760129;05.11.2025;13.11.2025;OI08;109200;;51;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;05/11/2025;13/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;109200;109200;3186955072;3186955072;6798680;3186955072;
1234019661;1224211845;CFAP;RH;FVCN711959;3566758664;05.11.2025;13.11.2025;OI08;452800;;51;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;05/11/2025;13/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;452800;452800;3186955072;3186955072;6798680;3186955072;
1234467129;1224211845;CFAP;RH;FVCN736422;3567920036;11.11.2025;19.11.2025;OI08;374100;;45;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;11/11/2025;19/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;374100;374100;3186955072;3186955072;6798680;3186955072;
1235729657;1224211845;CFAP;RH;FVCN770407;3569693878;19.11.2025;27.11.2025;OI08;534800;;37;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;19/11/2025;27/11/2025;CJ1660;09- Mayor a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;0;534800;534800;3186955072;3186955072;6798680;3186955072;
1236511354;1224211845;CFAP;RH;FVCN800988;3571208802;26.11.2025;04.12.2025;OI08;364000;;30;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;26/11/2025;04/12/2025;CJ1660;08- 22 a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;364000;0;364000;3186955072;3186955072;6798680;3186955072;
1236420092;1224211845;CFAP;RH;FVCN800987;3571208801;26.11.2025;04.12.2025;OI08;1028200;;30;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;26/11/2025;04/12/2025;CJ1660;08- 22 a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;1028200;0;1028200;3186955072;3186955072;6798680;3186955072;
1237405311;1224211845;CFAP;RH;FVCN833655;3572749822;03.12.2025;11.12.2025;OI08;327400;;23;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;03/12/2025;11/12/2025;CJ1660;08- 22 a 30;05- Mayor a 30;0;0;0;0;0;0;0;0;0;327400;0;327400;3186955072;3186955072;6798680;3186955072;
1240322509;1224211845;CFAP;RH;FVCN945206;3578420995;31.12.2025;08.01.2026;OI08;305000;;-5;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;31/12/2025;08/01/2026;CJ1660;00- Corriente;05- Mayor a 30;1;305000;0;0;0;0;0;0;0;0;0;0;3186955072;3186955072;6798680;3186955072;
1238267903;1224211845;CFAP;RH;FVCN862999;3574261375;10.12.2025;18.12.2025;OI08;248100;;16;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;10/12/2025;18/12/2025;CJ1660;07- 15 a 21;05- Mayor a 30;0;0;0;0;0;0;0;0;248100;0;0;248100;3186955072;3186955072;6798680;3186955072;
1238376047;1224211845;CFAP;RH;FVCN867861;3574500735;11.12.2025;19.12.2025;OI08;182000;;15;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;11/12/2025;19/12/2025;CJ1660;07- 15 a 21;05- Mayor a 30;0;0;0;0;0;0;0;0;182000;0;0;182000;3186955072;3186955072;6798680;3186955072;
1238873916;1224211845;CFAP;RH;FVCN887584;3575497872;16.12.2025;24.12.2025;OI08;1696300;;10;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;16/12/2025;24/12/2025;CJ1660;06- 5 a 14;05- Mayor a 30;0;0;0;0;0;0;0;1696300;0;0;0;1696300;3186955072;3186955072;6798680;3186955072;
1239880369;1224211845;CFAP;RH;FVCN922021;3577273066;24.12.2025;01.01.2026;OI08;67800;;2;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;24/12/2025;01/01/2026;CJ1660;05- 1 a 4;05- Mayor a 30;0;0;0;0;0;0;67800;0;0;0;0;67800;3186955072;3186955072;6798680;3186955072;
1239877418;1224211845;CFAP;RH;FVCN922024;3577274301;24.12.2025;01.01.2026;OI08;1351600;;2;9012744917;ROOMS FOR YOU S.A.S.;NO;OI08;CREDITO;CARTAGENA;ANGÉLICA SANABRIA;3186955072;3233637719;;;contabilidad@casamovidahostel.com;OE3;CYRES;;;;24/12/2025;01/01/2026;CJ1660;05- 1 a 4;05- Mayor a 30;0;0;0;0;0;0;1351600;0;0;0;0;1351600;3186955072;3186955072;6798680;3186955072;
1238469506;1210614286;CFAJ;RH;FVCL2435123;4007429911;13.12.2025;21.12.2025;OI08;1231300;;13;87875688;ABARROTES Y LICORES JJ;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3173085883;;;;peluchesjj115@hotmail.com;OKH;CYRES;;;;13/12/2025;21/12/2025;KA2A06;06- 5 a 14;02- 5 a 14;0;0;0;0;0;0;0;1231300;0;0;0;1231300;;;;;
1238685166;1210614286;CFAJ;RH;FVCL2449683;4007621049;15.12.2025;23.12.2025;OI08;1138500;;11;87875688;ABARROTES Y LICORES JJ;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3173085883;;;;peluchesjj115@hotmail.com;OKH;CYRES;;;;15/12/2025;23/12/2025;KA2A06;06- 5 a 14;02- 5 a 14;1;0;0;0;0;0;0;1138500;0;0;0;1138500;;;;;
1240275214;1224466436;CFAJ;RH;FVCL2618137;4010242819;30.12.2025;14.01.2026;OI15;184050;;-11;944157262;CAFE AUSTRAL;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3007804297;;;;Admiaustralcafe.yumbo@gmail.com;OK1;CYRES;;;;30/12/2025;14/01/2026;KA2P88;00- Corriente;01- 1 a 4;1;184050;0;0;0;0;0;0;0;0;0;0;;;;;
1239739428;1224466436;CFAJ;RH;FVCL2567886;4009435883;24.12.2025;08.01.2026;OI15;113750;;-5;944157262;CAFE AUSTRAL;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3007804297;;;;Admiaustralcafe.yumbo@gmail.com;OK1;CYRES;;;;24/12/2025;08/01/2026;KA2P88;00- Corriente;01- 1 a 4;0;113750;0;0;0;0;0;0;0;0;0;0;;;;;
1239069762;1224466436;CFAJ;RH;FVCL2492419;4008239145;18.12.2025;02.01.2026;OI15;156950;;1;944157262;CAFE AUSTRAL;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3007804297;;;;Admiaustralcafe.yumbo@gmail.com;OK1;CYRES;;;;18/12/2025;02/01/2026;KA2P88;04- Venció Ayer;01- 1 a 4;0;0;0;0;0;156950;0;0;0;0;0;156950;;;;;
1240147484;1210720119;CFAJ;RH;FVCL2608132;4010135261;29.12.2025;13.01.2026;OI15;273600;;-10;299743017;COLOMBIA ASEO;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3105100081;;;;OLGALUCIAHOYOSTORRES@GMAIL.COM;OK3;CYRES;;;;29/12/2025;13/01/2026;KA2A01;00- Corriente;00- Corriente;1;273600;0;0;0;0;0;0;0;0;0;0;;;;;olgaluciahoyostorres@gmail.com
1239774391;1210720119;CFAJ;RH;FVCL2567692;4009596008;24.12.2025;08.01.2026;OI15;140100;;-5;299743017;COLOMBIA ASEO;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3105100081;;;;OLGALUCIAHOYOSTORRES@GMAIL.COM;OK3;CYRES;;;;24/12/2025;08/01/2026;KA2A01;00- Corriente;00- Corriente;0;140100;0;0;0;0;0;0;0;0;0;0;;;;;olgaluciahoyostorres@gmail.com
1239548605;1210720119;CFAJ;RH;FVCL2543922;4009005059;22.12.2025;06.01.2026;OI15;175200;;-3;299743017;COLOMBIA ASEO;NO;OI15;CREDITO;CALI;ANGÉLICA SANABRIA;3105100081;;;;OLGALUCIAHOYOSTORRES@GMAIL.COM;OK3;CYRES;;;;22/12/2025;06/01/2026;KA2A01;00- Corriente;00- Corriente;0;175200;0;0;0;0;0;0;0;0;0;0;;;;;olgaluciahoyostorres@gmail.com
1237074586;1224605769;CFAJ;RH;FVCL2281628;4004628599;01.12.2025;09.12.2025;OI08;766900;;25;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;01/12/2025;09/12/2025;KA2P91;08- 22 a 30;04- 22 a 30;0;0;0;0;0;0;0;0;0;766900;0;766900;;;;;
1200022273;1224605769;CFAJ;RH;FVCL2639488;4010704427;02.01.2026;10.01.2026;OI08;508300;;-7;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;02/01/2026;10/01/2026;KA2P91;00- Corriente;04- 22 a 30;1;508300;0;0;0;0;0;0;0;0;0;0;;;;;
1238035009;1224605769;CFAJ;RH;FVCL2380292;4006287521;09.12.2025;17.12.2025;OI08;439600;;17;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;09/12/2025;17/12/2025;KA2P91;07- 15 a 21;04- 22 a 30;0;0;0;0;0;0;0;0;439600;0;0;439600;;;;;
1240401589;1224605769;CFAJ;RH;FVCL2630018;4010555333;31.12.2025;08.01.2026;OI08;577700;;-5;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;31/12/2025;08/01/2026;KA2P91;00- Corriente;04- 22 a 30;0;577700;0;0;0;0;0;0;0;0;0;0;;;;;
1238589396;1224605769;CFAJ;RH;FVCL2435285;4007424754;13.12.2025;21.12.2025;OI08;544800;;13;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;13/12/2025;21/12/2025;KA2P91;06- 5 a 14;04- 22 a 30;0;0;0;0;0;0;0;544800;0;0;0;544800;;;;;
1239321221;1224605769;CFAJ;RH;FVCL2520577;3576290610;19.12.2025;27.12.2025;OI08;508700;;7;1113634891;EL GATO REPISADOR;NO;OI08;CREDITO;CALI;ANGÉLICA SANABRIA;3154525521;;;;jcalleorjuela@gmail.com;OK2;CYRES;;;;19/12/2025;27/12/2025;KA2P91;06- 5 a 14;04- 22 a 30;0;0;0;0;0;0;0;508700;0;0;0;508700;;;;;
